GeneSymbol,GeneA,GeneB,A,B,AllA
CREB5,entrez gene/locuslink:373,entrez gene/locuslink:9586,biogrid:106868|entrez gene/locuslink:TRIM23,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:ARD1(gene name synonym)|entrez gene/locuslink:ARFD1(gene name synonym)|entrez gene/locuslink:RNF46(gene name synonym)
CREB5,entrez gene/locuslink:1295,entrez gene/locuslink:9586,biogrid:107692|entrez gene/locuslink:COL8A1,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:C3orf7(gene name synonym)
CREB5,entrez gene/locuslink:2353,entrez gene/locuslink:9586,biogrid:108636|entrez gene/locuslink:FOS,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:C-FOS(gene name synonym)|entrez gene/locuslink:p55(gene name synonym)
CREB5,entrez gene/locuslink:2355,entrez gene/locuslink:9586,biogrid:108638|entrez gene/locuslink:FOSL2,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:FRA2(gene name synonym)
CREB5,entrez gene/locuslink:3801,entrez gene/locuslink:9586,biogrid:110002|entrez gene/locuslink:KIFC3,biogrid:114954|entrez gene/locuslink:CREB5,-
CREB5,entrez gene/locuslink:3866,entrez gene/locuslink:9586,biogrid:110064|entrez gene/locuslink:KRT15,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:CK15(gene name synonym)|entrez gene/locuslink:K15(gene name synonym)|entrez gene/locuslink:K1CO(gene name synonym)
CREB5,entrez gene/locuslink:4188,entrez gene/locuslink:9586,biogrid:110353|entrez gene/locuslink:MDFI|entrez gene/locuslink:RP4-696P19.1,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:I-MF(gene name synonym)|entrez gene/locuslink:I-mfa(gene name synonym)
CREB5,entrez gene/locuslink:672,entrez gene/locuslink:9586,biogrid:107140|entrez gene/locuslink:BRCA1,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:BRCAI(gene name synonym)|entrez gene/locuslink:BRCC1(gene name synonym)|entrez gene/locuslink:BROVCA1(gene name synonym)|entrez gene/locuslink:FANCS(gene name synonym)|entrez gene/locuslink:IRIS(gene name synonym)|entrez gene/locuslink:PNCA4(gene name synonym)|entrez gene/locuslink:PPP1R53(gene name synonym)|entrez gene/locuslink:PSCP(gene name synonym)|entrez gene/locuslink:RNF53(gene name synonym)
CREB5,entrez gene/locuslink:7186,entrez gene/locuslink:9586,biogrid:113038|entrez gene/locuslink:TRAF2,biogrid:114954|entrez gene/locuslink:CREB5,"entrez gene/locuslink:""MGC:45012""(gene name synonym)|entrez gene/locuslink:TRAP(gene name synonym)|entrez gene/locuslink:TRAP3(gene name synonym)"
CREB5,entrez gene/locuslink:7205,entrez gene/locuslink:9586,biogrid:113056|entrez gene/locuslink:TRIP6|entrez gene/locuslink:tcag7.1300,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:OIP-1(gene name synonym)|entrez gene/locuslink:OIP1(gene name synonym)|entrez gene/locuslink:TRIP-6(gene name synonym)|entrez gene/locuslink:TRIP6i2(gene name synonym)|entrez gene/locuslink:ZRP-1(gene name synonym)
CREB5,entrez gene/locuslink:8061,entrez gene/locuslink:9586,biogrid:113742|entrez gene/locuslink:FOSL1,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:FRA(gene name synonym)|entrez gene/locuslink:FRA1(gene name synonym)|entrez gene/locuslink:fra-1(gene name synonym)
CREB5,entrez gene/locuslink:8601,entrez gene/locuslink:9586,biogrid:114161|entrez gene/locuslink:RGS20,biogrid:114954|entrez gene/locuslink:CREB5,"entrez gene/locuslink:RGSZ1(gene name synonym)|entrez gene/locuslink:ZGAP1(gene name synonym)|entrez gene/locuslink:""g(z)GAP""(gene name synonym)|entrez gene/locuslink:gz-GAP(gene name synonym)"
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:10252,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:115546|entrez gene/locuslink:SPRY1,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:10253,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:115547|entrez gene/locuslink:SPRY2,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:11030,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:116220|entrez gene/locuslink:RBPMS,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:23281,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:116880|entrez gene/locuslink:MTUS2,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:30008,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:119026|entrez gene/locuslink:EFEMP2|entrez gene/locuslink:UNQ200/PRO226,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:54507,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:120002|entrez gene/locuslink:ADAMTSL4|entrez gene/locuslink:PP1396,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:80705,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:123267|entrez gene/locuslink:TSGA10,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:83755,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:123756|entrez gene/locuslink:KRTAP4-12,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:83897,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:123808|entrez gene/locuslink:KRTAP3-2,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:83899,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:123810|entrez gene/locuslink:KRTAP9-2,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:85280,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:124444|entrez gene/locuslink:KRTAP9-4,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:85291,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:124455|entrez gene/locuslink:KRTAP4-2,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:85376,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:124503|entrez gene/locuslink:RIMBP3,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:125115,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:125917|entrez gene/locuslink:KRT40,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:146664,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:127000|entrez gene/locuslink:MGAT5B,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:386675,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:132126|entrez gene/locuslink:KRTAP10-7,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:386676,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:132127|entrez gene/locuslink:KRTAP10-9,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:386677,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:132128|entrez gene/locuslink:KRTAP10-1,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:386678,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:132129|entrez gene/locuslink:KRTAP10-11,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:386680,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:132131|entrez gene/locuslink:KRTAP10-5,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:386681,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:132132|entrez gene/locuslink:KRTAP10-8,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:386682,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:132133|entrez gene/locuslink:KRTAP10-3,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:388677,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:132802|entrez gene/locuslink:NOTCH2NL,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:440023,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:136221|entrez gene/locuslink:KRTAP5-6,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:3725,entrez gene/locuslink:9586,biogrid:109928|entrez gene/locuslink:JUN,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:AP1(gene name synonym)|entrez gene/locuslink:c-Jun(gene name synonym)
CREB5,entrez gene/locuslink:2130,entrez gene/locuslink:9586,biogrid:108431|entrez gene/locuslink:EWSR1|entrez gene/locuslink:AC002059.7,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:EWS(gene name synonym)|entrez gene/locuslink:bK984G1.4(gene name synonym)
CREB5,entrez gene/locuslink:3725,entrez gene/locuslink:9586,biogrid:109928|entrez gene/locuslink:JUN,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:AP1(gene name synonym)|entrez gene/locuslink:c-Jun(gene name synonym)
CREB5,entrez gene/locuslink:29124,entrez gene/locuslink:9586,biogrid:118889|entrez gene/locuslink:LGALS13,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:GAL13(gene name synonym)|entrez gene/locuslink:PLAC8(gene name synonym)|entrez gene/locuslink:PP13(gene name synonym)
CREB5,entrez gene/locuslink:3846,entrez gene/locuslink:9586,biogrid:110044|entrez gene/locuslink:KRTAP5-9,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:KRN1(gene name synonym)|entrez gene/locuslink:KRTAP5-1(gene name synonym)|entrez gene/locuslink:KRTAP5.9(gene name synonym)
CREB5,entrez gene/locuslink:2353,entrez gene/locuslink:9586,biogrid:108636|entrez gene/locuslink:FOS,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:C-FOS(gene name synonym)|entrez gene/locuslink:p55(gene name synonym)
CREB5,entrez gene/locuslink:25820,entrez gene/locuslink:9586,biogrid:117348|entrez gene/locuslink:ARIH1|entrez gene/locuslink:HUSSY-27,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:ARI(gene name synonym)|entrez gene/locuslink:HARI(gene name synonym)|entrez gene/locuslink:HHARI(gene name synonym)|entrez gene/locuslink:UBCH7BP(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:1386,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:107776|entrez gene/locuslink:ATF2,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:571,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:107047|entrez gene/locuslink:BACH1,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:3726,entrez gene/locuslink:9586,biogrid:109929|entrez gene/locuslink:JUNB,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:AP-1(gene name synonym)
CREB5,entrez gene/locuslink:2355,entrez gene/locuslink:9586,biogrid:108638|entrez gene/locuslink:FOSL2,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:FRA2(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:11016,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:116206|entrez gene/locuslink:ATF7,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:4302,entrez gene/locuslink:9586,biogrid:110448|entrez gene/locuslink:MLLT6,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:AF17(gene name synonym)
CREB5,entrez gene/locuslink:55509,entrez gene/locuslink:9586,biogrid:120689|entrez gene/locuslink:BATF3,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:JDP1(gene name synonym)|entrez gene/locuslink:JUNDM1(gene name synonym)|entrez gene/locuslink:SNFT(gene name synonym)
CREB5,entrez gene/locuslink:55844,entrez gene/locuslink:9586,biogrid:120946|entrez gene/locuslink:PPP2R2D,biogrid:114954|entrez gene/locuslink:CREB5,entrez gene/locuslink:MDS026(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:3725,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:109928|entrez gene/locuslink:JUN,entrez gene/locuslink:CRE-BPA(gene name synonym)
CREB5,entrez gene/locuslink:9586,entrez gene/locuslink:3727,biogrid:114954|entrez gene/locuslink:CREB5,biogrid:109930|entrez gene/locuslink:JUND,entrez gene/locuslink:CRE-BPA(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:23048,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:116686|entrez gene/locuslink:FNBP1,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:11252,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:116413|entrez gene/locuslink:PACSIN2|entrez gene/locuslink:AL049758.1,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:2885,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:109142|entrez gene/locuslink:GRB2,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:2885,entrez gene/locuslink:356,biogrid:109142|entrez gene/locuslink:GRB2,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:ASH(gene name synonym)|entrez gene/locuslink:EGFRBP-GRB2(gene name synonym)|entrez gene/locuslink:Grb3-3(gene name synonym)|entrez gene/locuslink:MST084(gene name synonym)|entrez gene/locuslink:MSTP084(gene name synonym)|entrez gene/locuslink:NCKAP2(gene name synonym)
FASLG,entrez gene/locuslink:23048,entrez gene/locuslink:356,biogrid:116686|entrez gene/locuslink:FNBP1,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:FBP17(gene name synonym)
FASLG,entrez gene/locuslink:11252,entrez gene/locuslink:356,biogrid:116413|entrez gene/locuslink:PACSIN2|entrez gene/locuslink:AL049758.1,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:SDPII(gene name synonym)
FASLG,entrez gene/locuslink:11252,entrez gene/locuslink:356,biogrid:116413|entrez gene/locuslink:PACSIN2|entrez gene/locuslink:AL049758.1,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:SDPII(gene name synonym)
FASLG,entrez gene/locuslink:23048,entrez gene/locuslink:356,biogrid:116686|entrez gene/locuslink:FNBP1,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:FBP17(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:8772,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:114302|entrez gene/locuslink:FADD|entrez gene/locuslink:GIG3,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:841,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:107291|entrez gene/locuslink:CASP8,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:355,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:106851|entrez gene/locuslink:FAS|entrez gene/locuslink:RP11-399O19.7,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:8795,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:114323|entrez gene/locuslink:TNFRSF10B|entrez gene/locuslink:UNQ160/PRO186,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:637,entrez gene/locuslink:356,biogrid:107106|entrez gene/locuslink:BID,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:FP497(gene name synonym)
FASLG,entrez gene/locuslink:7430,entrez gene/locuslink:356,biogrid:113271|entrez gene/locuslink:EZR,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:CVIL(gene name synonym)|entrez gene/locuslink:CVL(gene name synonym)|entrez gene/locuslink:HEL-S-105(gene name synonym)|entrez gene/locuslink:VIL2(gene name synonym)
FASLG,entrez gene/locuslink:8772,entrez gene/locuslink:356,biogrid:114302|entrez gene/locuslink:FADD|entrez gene/locuslink:GIG3,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:MORT1(gene name synonym)
FASLG,entrez gene/locuslink:355,entrez gene/locuslink:356,biogrid:106851|entrez gene/locuslink:FAS|entrez gene/locuslink:RP11-399O19.7,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:ALPS1A(gene name synonym)|entrez gene/locuslink:APO-1(gene name synonym)|entrez gene/locuslink:APT1(gene name synonym)|entrez gene/locuslink:CD95(gene name synonym)|entrez gene/locuslink:FAS1(gene name synonym)|entrez gene/locuslink:FASTM(gene name synonym)|entrez gene/locuslink:TNFRSF6(gene name synonym)
FASLG,entrez gene/locuslink:5599,entrez gene/locuslink:356,biogrid:111585|entrez gene/locuslink:MAPK8,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:JNK(gene name synonym)|entrez gene/locuslink:JNK-46(gene name synonym)|entrez gene/locuslink:JNK1(gene name synonym)|entrez gene/locuslink:JNK1A2(gene name synonym)|entrez gene/locuslink:JNK21B1/2(gene name synonym)|entrez gene/locuslink:PRKM8(gene name synonym)|entrez gene/locuslink:SAPK1(gene name synonym)|entrez gene/locuslink:SAPK1c(gene name synonym)
FASLG,entrez gene/locuslink:4478,entrez gene/locuslink:356,biogrid:110584|entrez gene/locuslink:MSN,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:HEL70(gene name synonym)
FASLG,entrez gene/locuslink:843,entrez gene/locuslink:356,biogrid:107293|entrez gene/locuslink:CASP10,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:ALPS2(gene name synonym)|entrez gene/locuslink:FLICE2(gene name synonym)|entrez gene/locuslink:MCH4(gene name synonym)
FASLG,entrez gene/locuslink:841,entrez gene/locuslink:356,biogrid:107291|entrez gene/locuslink:CASP8,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:ALPS2B(gene name synonym)|entrez gene/locuslink:CAP4(gene name synonym)|entrez gene/locuslink:Casp-8(gene name synonym)|entrez gene/locuslink:FLICE(gene name synonym)|entrez gene/locuslink:MACH(gene name synonym)|entrez gene/locuslink:MCH5(gene name synonym)
FASLG,entrez gene/locuslink:387,entrez gene/locuslink:356,biogrid:106880|entrez gene/locuslink:RHOA,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:ARH12(gene name synonym)|entrez gene/locuslink:ARHA(gene name synonym)|entrez gene/locuslink:RHO12(gene name synonym)|entrez gene/locuslink:RHOH12(gene name synonym)
FASLG,entrez gene/locuslink:396,entrez gene/locuslink:356,biogrid:106889|entrez gene/locuslink:ARHGDIA,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:GDIA1(gene name synonym)|entrez gene/locuslink:HEL-S-47e(gene name synonym)|entrez gene/locuslink:NPHS8(gene name synonym)|entrez gene/locuslink:RHOGDI(gene name synonym)|entrez gene/locuslink:RHOGDI-1(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:7132,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:112986|entrez gene/locuslink:TNFRSF1A,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:2268,entrez gene/locuslink:356,biogrid:108559|entrez gene/locuslink:FGR|entrez gene/locuslink:RP1-159A19.2,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:SRC2(gene name synonym)|entrez gene/locuslink:c-fgr(gene name synonym)|entrez gene/locuslink:c-src2(gene name synonym)|entrez gene/locuslink:p55-Fgr(gene name synonym)|entrez gene/locuslink:p55c-fgr(gene name synonym)|entrez gene/locuslink:p58-Fgr(gene name synonym)|entrez gene/locuslink:p58c-fgr(gene name synonym)
FASLG,entrez gene/locuslink:4067,entrez gene/locuslink:356,biogrid:110245|entrez gene/locuslink:LYN,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:JTK8(gene name synonym)|entrez gene/locuslink:p53Lyn(gene name synonym)|entrez gene/locuslink:p56Lyn(gene name synonym)
FASLG,entrez gene/locuslink:2534,entrez gene/locuslink:356,biogrid:108810|entrez gene/locuslink:FYN|entrez gene/locuslink:RP1-66H14.1,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:SLK(gene name synonym)|entrez gene/locuslink:SYN(gene name synonym)|entrez gene/locuslink:p59-FYN(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:7132,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:112986|entrez gene/locuslink:TNFRSF1A,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:355,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:106851|entrez gene/locuslink:FAS|entrez gene/locuslink:RP11-399O19.7,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:8772,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:114302|entrez gene/locuslink:FADD|entrez gene/locuslink:GIG3,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:841,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:107291|entrez gene/locuslink:CASP8,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
FASLG,entrez gene/locuslink:8771,entrez gene/locuslink:356,biogrid:114301|entrez gene/locuslink:TNFRSF6B|entrez gene/locuslink:hCG_2044836,biogrid:106852|entrez gene/locuslink:FASLG,entrez gene/locuslink:DCR3(gene name synonym)|entrez gene/locuslink:DJ583P15.1.1(gene name synonym)|entrez gene/locuslink:M68(gene name synonym)|entrez gene/locuslink:M68E(gene name synonym)|entrez gene/locuslink:TR6(gene name synonym)
FASLG,entrez gene/locuslink:356,entrez gene/locuslink:2335,biogrid:106852|entrez gene/locuslink:FASLG,biogrid:108621|entrez gene/locuslink:FN1,entrez gene/locuslink:ALPS1B(gene name synonym)|entrez gene/locuslink:APT1LG1(gene name synonym)|entrez gene/locuslink:APTL(gene name synonym)|entrez gene/locuslink:CD178(gene name synonym)|entrez gene/locuslink:CD95-L(gene name synonym)|entrez gene/locuslink:CD95L(gene name synonym)|entrez gene/locuslink:FASL(gene name synonym)|entrez gene/locuslink:TNFSF6(gene name synonym)
